index,merchant_name,merchant_address,brand_name,category,store_address,lat,long,dist,city
2900,TRUNG NGUYÊN LEGEND,"82-84 Bùi Thị Xuân, P. Bến Thành, Quận 1, Tp Hồ Chí Minh",Trung Nguyên Legend,coffee chains and milk tea,"807 Tạ Quang Bửu, P.5, Q.8",10.73648,106.6698,Quận 8,Hồ Chí Minh
2901,TRUNG NGUYÊN LEGEND,"82-84 Bùi Thị Xuân, P. Bến Thành, Quận 1, Tp Hồ Chí Minh",Trung Nguyên Legend,coffee chains and milk tea,"93 Nguyễn Du, P.Bến Nghé, Q.1",10.77697,106.69812,Quận 1,Hồ Chí Minh
2902,TRUNG NGUYÊN LEGEND,"82-84 Bùi Thị Xuân, P. Bến Thành, Quận 1, Tp Hồ Chí Minh",Trung Nguyên Legend,coffee chains and milk tea,"11 Sư Vạn Hạnh, P.12, Q.10",10.77581,106.66836,Quận 10,Hồ Chí Minh
2903,TRUNG NGUYÊN LEGEND,"82-84 Bùi Thị Xuân, P. Bến Thành, Quận 1, Tp Hồ Chí Minh",Trung Nguyên Legend,coffee chains and milk tea,"104 Phổ Quang, P.2, Q.Tân Bình",10.80873,106.66989,Quận Tân Bình,Hồ Chí Minh
2904,TRUNG NGUYÊN LEGEND,"82-84 Bùi Thị Xuân, P. Bến Thành, Quận 1, Tp Hồ Chí Minh",Trung Nguyên Legend,coffee chains and milk tea,"03 Nguyễn Oanh, P.10, Q.Gò Vấp",10.82589,106.68037,Quận Gò Vấp,Hồ Chí Minh
2905,TRUNG NGUYÊN LEGEND,"82-84 Bùi Thị Xuân, P. Bến Thành, Quận 1, Tp Hồ Chí Minh",Trung Nguyên Legend,coffee chains and milk tea,"87A Cách Mạng Tháng 8, P.Bến Thành, Q.1",10.77281,106.69097,Quận 1,Hồ Chí Minh
2906,TRUNG NGUYÊN LEGEND,"82-84 Bùi Thị Xuân, P. Bến Thành, Quận 1, Tp Hồ Chí Minh",Trung Nguyên Legend,coffee chains and milk tea,"182 Tô Hiệu, P.Hiệp Tân, Q.Tân Phú",10.77311,106.6274,Quận Tân Phú,Hồ Chí Minh
2907,TRUNG NGUYÊN LEGEND,"82-84 Bùi Thị Xuân, P. Bến Thành, Quận 1, Tp Hồ Chí Minh",Trung Nguyên Legend,coffee chains and milk tea,"47 Ngô Tấn Kế, P.2, Q.6",10.74979,106.65022,Quận 6,Hồ Chí Minh
2908,TRUNG NGUYÊN LEGEND,"82-84 Bùi Thị Xuân, P. Bến Thành, Quận 1, Tp Hồ Chí Minh",Trung Nguyên Legend,coffee chains and milk tea,"219 Trung Kính, P.Yên Hòa, Q.Cầu Giấy",21.01692,105.79402,Quận Cầu Giấy,Hà Nội
2909,TÙNG BOOK COFFEE,"Số 6 ngõ 71 Trần Quang Diệu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội, VIỆT NAM",Tùng Book Coffee,coffee chains and milk tea,"6 Ngõ 71 Trần Quang Diệu, P.Ô Chợ Dừa, Q.Đống Đa",21.01421,105.8245,Quận Đống Đa,Hà Nội
2910,CÔNG TY CP VEETEX,"132 Tổ 15 Nha, Phường Long Biên, Quận Long Biên, Hà Nội, VIỆT NAM",Tuticare,shopping,"7B Nguyễn Oanh, P.10, Q.Gò Vấp",10.82717,106.67963,Quận Gò Vấp,Hồ Chí Minh
2911,CÔNG TY CP VEETEX,"132 Tổ 15 Nha, Phường Long Biên, Quận Long Biên, Hà Nội, VIỆT NAM",Tuticare,shopping,"121 Thoại Ngọc Hầu, P.Phú Thạnh, Q.Tân Phú",10.7814,106.63557,Quận Tân Phú,Hồ Chí Minh
2912,CÔNG TY CP VEETEX,"132 Tổ 15 Nha, Phường Long Biên, Quận Long Biên, Hà Nội, VIỆT NAM",Tuticare,shopping,"16A Đinh Tiên Hoàng, P.Đa Kao, Q.1",10.78806,106.70002,Quận 1,Hồ Chí Minh
2913,CÔNG TY CP VEETEX,"132 Tổ 15 Nha, Phường Long Biên, Quận Long Biên, Hà Nội, VIỆT NAM",Tuticare,shopping,"300 Nguyễn Thị Minh Khai, P.5, Q.3",10.77293,106.68878,Quận 3,Hồ Chí Minh
2914,CÔNG TY CP VEETEX,"132 Tổ 15 Nha, Phường Long Biên, Quận Long Biên, Hà Nội, VIỆT NAM",Tuticare,shopping,"33A Trần Hưng Đạo, P.Đồng Xuân, Q.Hoàn Kiếm",21.02041,105.85426,Quận Hoàn Kiếm,Hà Nội
2915,CÔNG TY CP VEETEX,"132 Tổ 15 Nha, Phường Long Biên, Quận Long Biên, Hà Nội, VIỆT NAM",Tuticare,shopping,"569A Cách Mạng Tháng 8, P.Hiệp Thành, TP. Thủ Dầu Một",10.99644,106.64987,Phường Hiệp Thành,Thủ Dầu Một
2916,CÔNG TY CP VEETEX,"132 Tổ 15 Nha, Phường Long Biên, Quận Long Biên, Hà Nội, VIỆT NAM",Tuticare,shopping,"59A Ngọc Khánh, P.Giảng Võ, Q.Ba Đình",21.02652,105.81783,Quận Ba Đình,Hà Nội
2917,CÔNG TY CP VEETEX,"132 Tổ 15 Nha, Phường Long Biên, Quận Long Biên, Hà Nội, VIỆT NAM",Tuticare,shopping,"597A Nguyễn Thị Thập, P.Tân Phong, Q.7",10.73986,106.70386,Quận 7,Hồ Chí Minh
2918,CÔNG TY CP VEETEX,"132 Tổ 15 Nha, Phường Long Biên, Quận Long Biên, Hà Nội, VIỆT NAM",Tuticare,shopping,"59A 3 Tháng 2, P.11, Q.10",10.77426,106.67849,Quận 10,Hồ Chí Minh
2919,CÔNG TY CP VEETEX,"132 Tổ 15 Nha, Phường Long Biên, Quận Long Biên, Hà Nội, VIỆT NAM",Tuticare,shopping,"66A Phan Đăng Lưu, P.5, Q.Phú Nhuận",10.80395,106.68617,Quận Phú Nhuận,Hồ Chí Minh
2920,CÔNG TY CP VEETEX,"132 Tổ 15 Nha, Phường Long Biên, Quận Long Biên, Hà Nội, VIỆT NAM",Tuticare,shopping,"84 Lê Thị Hồng Gấm, P.Nguyễn Thái Bình, Q.1",10.76935,106.69802,Quận 1,Hồ Chí Minh
2921,CÔNG TY CP VEETEX,"132 Tổ 15 Nha, Phường Long Biên, Quận Long Biên, Hà Nội, VIỆT NAM",Tuticare,shopping,"92A Nguyễn Chí Thanh, P.Láng Hạ, Q.Đống Đa",21.01661,105.806,Quận Đống Đa,Hà Nội
2922,CÔNG TY CP VEETEX,"132 Tổ 15 Nha, Phường Long Biên, Quận Long Biên, Hà Nội, VIỆT NAM",Tuticare,shopping,"156 Thái Hà, P.Trung Liệt, Q.Đống Đa",21.01256,105.82054,Quận Đống Đa,Hà Nội
2923,CÔNG TY CP VEETEX,"132 Tổ 15 Nha, Phường Long Biên, Quận Long Biên, Hà Nội, VIỆT NAM",Tuticare,shopping,"546 Điện Biên Phủ, P.Thanh Khê Đông, Q.Thanh Khê",16.06562,108.18497,Quận Thanh Khê,Đà Nẵng
2924,CÔNG TY CP NHỮNG HẠT CÀ PHÊ NÓI CHUYỆN,"29 ngõ 93 phố Vũ Hữu  Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội, VIỆT NAM",Twitter Beans,coffee chains and milk tea,"234 Phạm Văn Đồng, P.Cổ Nhuế 1, Q.Bắc Từ Liêm",21.06066,105.78351,Quận Bắc Từ Liêm,Hà Nội
2925,CÔNG TY CP NHỮNG HẠT CÀ PHÊ NÓI CHUYỆN,"29 ngõ 93 phố Vũ Hữu  Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội, VIỆT NAM",Twitter Beans,coffee chains and milk tea,"29 Đại lộ Thăng Long, Xã Thạch Hoà, Huyện Thạch Thất",20.9902,105.51911,Huyện Thạch Thất,Hà Nội
2926,CÔNG TY CP NHỮNG HẠT CÀ PHÊ NÓI CHUYỆN,"29 ngõ 93 phố Vũ Hữu  Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội, VIỆT NAM",Twitter Beans,coffee chains and milk tea,"177 Trung Kính, P.Nguyễn Chánh, Q.Cầu Giấy",21.01617,105.79427,Quận Cầu Giấy,Hà Nội
2927,CÔNG TY CP NHỮNG HẠT CÀ PHÊ NÓI CHUYỆN,"29 ngõ 93 phố Vũ Hữu  Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội, VIỆT NAM",Twitter Beans,coffee chains and milk tea,"164 Khuất Duy Tiến, P.Nhân Chính, Q.Thanh Xuân",20.99872,105.7977,Quận Thanh Xuân,Hà Nội
2928,CÔNG TY CP NHỮNG HẠT CÀ PHÊ NÓI CHUYỆN,"29 ngõ 93 phố Vũ Hữu  Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội, VIỆT NAM",Twitter Beans,coffee chains and milk tea,"24 Nguyễn Cơ Thạch, P.Mỹ Đình 2, Q.Nam Từ Liêm",21.03841,105.76724,Quận Nam Từ Liêm,Hà Nội
2929,CÔNG TY CP NHỮNG HẠT CÀ PHÊ NÓI CHUYỆN,"29 ngõ 93 phố Vũ Hữu  Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội, VIỆT NAM",Twitter Beans,coffee chains and milk tea,"229 Tây Sơn, P.Ngã Tư Sở, Q.Đống Đa",21.00601,105.82278,Quận Đống Đa,Hà Nội
2930,CÔNG TY CP NHỮNG HẠT CÀ PHÊ NÓI CHUYỆN,"29 ngõ 93 phố Vũ Hữu  Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội, VIỆT NAM",Twitter Beans,coffee chains and milk tea,"Khu Ngoại Giao Đoàn Nhật Tảo, P.Xuân Tảo, Q.Bắc Từ Liêm",21.08765,105.79003,Quận Bắc Từ Liêm,Hà Nội
2931,CÔNG TY CP NHỮNG HẠT CÀ PHÊ NÓI CHUYỆN,"29 ngõ 93 phố Vũ Hữu  Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội, VIỆT NAM",Twitter Beans,coffee chains and milk tea,"Phạm Hùng, P.Mỹ Đình 1, Q.Nam Từ Liêm",21.031125,105.779835,Quận Nam Từ Liêm,Hà Nội
2932,CÔNG TY CP NHỮNG HẠT CÀ PHÊ NÓI CHUYỆN,"29 ngõ 93 phố Vũ Hữu  Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội, VIỆT NAM",Twitter Beans,coffee chains and milk tea,"17T5 Hoàng Đạo Thúy, P.Nhân Chính, Q.Thanh Xuân",21.00639,105.80371,Quận Thanh Xuân,Hà Nội
2933,CÔNG TY CP NHỮNG HẠT CÀ PHÊ NÓI CHUYỆN,"29 ngõ 93 phố Vũ Hữu  Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội, VIỆT NAM",Twitter Beans,coffee chains and milk tea,"1 Đại Lộ Thăng Long, P.Dịch Vọng, Q.Cầu Giấy",21.03045,105.80095,Quận Cầu Giấy,Hà Nội
2934,CÔNG TY CP NHỮNG HẠT CÀ PHÊ NÓI CHUYỆN,"29 ngõ 93 phố Vũ Hữu  Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội, VIỆT NAM",Twitter Beans,coffee chains and milk tea,"9 Phố Duy Tân, P.Dịch Vọng Hậu, Q.Cầu Giấy",21.03078,105.78448,Quận Cầu Giấy,Hà Nội
2935,CÔNG TY TNHH THƯƠNG MẠI XNK TRẦN LÊ GIA,"75-77 HỒ TÙNG MẬU, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",Uncle Lu's Cheesecake,food store,"652 Sư Vạn Hạnh, P.12, Q.10",10.77022,106.67045,Quận 10,Hồ Chí Minh
2936,URBAN STATION COFFEE,"100 Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội, VIỆT NAM",Urban Station Coffee,coffee chains and milk tea,"23 Ngõ 82 Chùa Láng, P.Láng Thượng, Q.Đống Đa",21.02433,105.80628,Quận Đống Đa,Hà Nội
2937,URBAN STATION COFFEE,"100 Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội, VIỆT NAM",Urban Station Coffee,coffee chains and milk tea,"100 Chùa Láng, P.Láng Thượng, Q.Đống Đa",21.02358,105.80477,Quận Đống Đa,Hà Nội
2938,CÔNG TY CỔ PHẦN V-FOOD VIỆT NAM,"Số 20, Ngõ 145 Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội, VIỆT NAM",V-food Việt Nam,food store,"72 Trần Thái Tông, P.Dịch Vọng Hậu, Q.Cầu Giấy",21.03276,105.78878,Quận Cầu Giấy,Hà Nội
2939,CÔNG TY CỔ PHẦN V-FOOD VIỆT NAM,"Số 20, Ngõ 145 Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội, VIỆT NAM",V-food Việt Nam,food store,"22 Hàng Muối, P.Lý Thái Tổ, Q.Hoàn Kiếm",21.03035,105.855,Quận Hoàn Kiếm,Hà Nội
2940,CÔNG TY CỔ PHẦN V-FOOD VIỆT NAM,"Số 20, Ngõ 145 Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội, VIỆT NAM",V-food Việt Nam,food store,"36A Tôn Thất Tùng, P.Kim Liên, Q.Đống Đa",21.00208,105.8296,Quận Đống Đa,Hà Nội
2941,CÔNG TY CỔ PHẦN V-FOOD VIỆT NAM,"Số 20, Ngõ 145 Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội, VIỆT NAM",V-food Việt Nam,food store,"92 Trần Nhật Duật, P.Hàng Buồm, Q.Hoàn Kiếm",21.03675,105.85354,Quận Hoàn Kiếm,Hà Nội
2942,CÔNG TY CỔ PHẦN V-FOOD VIỆT NAM,"Số 20, Ngõ 145 Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội, VIỆT NAM",V-food Việt Nam,food store,"6A Nguyễn Khánh Toàn, Q.Cầu Giấy",21.03882,105.79614,Quận Cầu Giấy,Hà Nội
2943,CÔNG TY CỔ PHẦN V-FOOD VIỆT NAM,"Số 20, Ngõ 145 Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội, VIỆT NAM",V-food Việt Nam,food store,"87 Nguyễn Ngọc Nại, P.Khương Đình, Q.Thanh Xuân",20.99962,105.82449,Quận Thanh Xuân,Hà Nội
2944,CÔNG TY CỔ PHẦN V-FOOD VIỆT NAM,"Số 20, Ngõ 145 Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội, VIỆT NAM",V-food Việt Nam,food store,"16 Trần Quý Cáp, P.Văn Miếu, Q.Đống Đa",21.02713,105.84012,Quận Đống Đa,Hà Nội
2945,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"419 Nguyễn Văn Luông, P.12, Q.6",10.75199,106.63496,Quận 6,Hồ Chí Minh
2946,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"189A Cống Quỳnh, P.Nguyễn Cư Trinh, Q.1",10.76709,106.68727,Quận 1,Hồ Chí Minh
2947,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"337 Huỳnh Tấn Phát, P.Tân Thuận Đông, Q.7",10.75059,106.72865,Quận 7,Hồ Chí Minh
2948,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"114 Trần Duy Hưng, P.Trung Hoà, Q.Cầu Giấy",21.01105,105.79995,Quận Cầu Giấy,Hà Nội
2949,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"248 Cầu Giấy, P.Quan Hoa, Q.Cầu Giấy",21.03028,105.80131,Quận Cầu Giấy,Hà Nội
2950,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"739 Kha Vạn Cân, P.Linh Chiểu, Q.Thủ Đức",10.8563359,106.7565297,Quận Thủ Đức,Hồ Chí Minh
2951,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"530 Lê Văn Sỹ, P.14, Q.3",10.78993,106.6742,Quận 3,Hồ Chí Minh
2952,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"195 Lê Văn Việt, P.Hiệp Phú, Q.9",10.84409,106.7822,Quận 9,Hồ Chí Minh
2953,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"469 Nguyễn Hữu Thọ, P.Tân Hưng, Q.7",10.7487101,106.70235,Quận 7,Hồ Chí Minh
2954,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"377 Nguyễn Đình Chiểu, P.2, Q.3",10.76996,106.68206,Quận 3,Hồ Chí Minh
2955,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"204 Nguyễn Thị Định, P.An Phú, Q.2",10.79077,106.75402,Quận 2,Hồ Chí Minh
2956,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"116 Phan Đình Phùng, P.1, Q.Phú Nhuận",10.79453,106.6836,Quận Phú Nhuận,Hồ Chí Minh
2957,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"515 Sư Vạn Hạnh, P.12, Q.10",10.7744,106.66812,Quận 10,Hồ Chí Minh
2958,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"286 Võ Văn Ngân, P.Bình Thọ, Q.Thủ Đức",10.84971,106.7697,Quận Thủ Đức,Hồ Chí Minh
2959,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"15 Cộng Hòa, P.4, Q.Tân Bình",10.80098,106.65774,Quận Tân Bình,Hồ Chí Minh
2960,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"152 Ba Cu, P.3, TP. Vũng Tàu",10.351396,107.0792966,Phường 3,Vũng Tàu
2961,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"29 Lý Thánh Tôn, P.Lộc Thọ, TP. Nha Trang",12.2489841,109.190196,Phường Phương Sài,Nha Trang
2962,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"511 Quang Trung, P.10, Q.Gò Vấp",10.83371,106.66567,Quận Gò Vấp,Hồ Chí Minh
2963,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"58 Đinh Tiên Hoàng, P.1, Q.Bình Thạnh",10.79538,106.6961,Quận Bình Thạnh,Hồ Chí Minh
2964,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"837 Quang Trung, P.12, Q.Gò Vấp",10.84266,106.64257,Quận Gò Vấp,Hồ Chí Minh
2965,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"258 Phan Đình Phùng, P.2, TP. Đà Lạt",11.9416901,108.4329202,Phường 1,Đà Lạt
2966,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"306 Phạm Văn Đồng, P.1, Q.Gò Vấp",10.81942,106.69055,Quận Gò Vấp,Hồ Chí Minh
2967,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"232 Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè",10.69684,106.73939,Huyện Nhà Bè,Hồ Chí Minh
2968,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"C1/6 Phạm Hùng, Xã Bình Hưng, Huyện Bình Chánh",10.73576,106.6721,Huyện Bình Chánh,Hồ Chí Minh
2969,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"71 Trường Chinh, P.Tân Thới Nhất, Q.12",10.82805,106.62448,Quận 12,Hồ Chí Minh
2970,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"186C Cách Mạng Tháng 8, P.Lái Thiêu, Tx.Thuận An",10.90507,106.70005,Thị Trấn Lái Thiêu,Thị Xã Thuận An
2971,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"716 Lê Trọng Tấn, P.Bình Hưng Hòa, Q.Bình Tân",10.81513,106.60425,Quận Bình Tân,Hồ Chí Minh
2972,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"149 Hoàng Văn Thụ, P.Phan Đình Phùng, TP. Thái Nguyên",21.590922,105.832264,Phường Hoàng Văn Thụ,Thái Nguyên
2973,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"5 Quách Xuân Kỳ, P.Bắc Nghĩa, TP. Đồng Hới",17.46899,106.62487,Phường Hải Đình,Đồng Hới
2974,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"298 Nguyễn Sinh Sắc, P.1, TP. Sa Đéc",10.29031,105.7608937,Phường 2,Sa Đéc
2975,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"166 Lê Thánh Tông, P.Bạch Đằng, TP. Hạ Long",20.95157,107.084,Phường Bạch Đằng,Hạ Long
2976,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"154 Hùng Vương, P.Phú Nhuận, TP. Huế",16.454512,107.600552,Phường An Cựu,Huế
2977,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"5 Quang Trung, P.Phan Thiết, TP. Tuyên Quang",21.81391,105.21515,Phường Tân Quang,Tuyên Quang
2978,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"5 Hùng Vương, P.Bạch Hạc, TP. Việt Trì",21.3051696,105.4302372,Phường Thanh Miếu,Việt Trì
2979,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"72 Nguyễn Trãi, P.Thượng Đình, Q.Thanh Xuân",21.00072,105.81646,Quận Thanh Xuân,Hà Nội
2980,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"159 Xa Lộ Hà Nội, P.Thảo Điền, Q.2",10.80204,106.7411,Quận 2,Hồ Chí Minh
2981,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"478 Cách Mạng Tháng 8, P.11, Q.3",10.78467,106.66884,Quận 3,Hồ Chí Minh
2982,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"210 Lộ 8, Xã An Nhơn Tây, Huyện Củ Chi",11.08888,106.51182,Huyện Củ Chi,Hồ Chí Minh
2983,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"561 Hai Bà Trưng, P.Cẩm Phổ, TP.Hội An",15.8822501,108.3250099,Phường Cẩm Phô,Hội An
2984,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Vascara,shopping,"01B Long Xuyên, P.Mỹ Bình, TP. Long Xuyên",10.38709,105.4371,Phường Mỹ Bình,Long Xuyên
